Country,Country code,State,State code,State type,Year,Category,Subcategory,Variable,Unit,Value,YoY absolute change,YoY % change
India,IND,Jharkhand,JH,state,2019,Electricity generation,Aggregate fuel,Fossil,GWh,26205.59,,
India,IND,Jharkhand,JH,state,2019,Electricity generation,Aggregate fuel,Gas and Other Fossil,GWh,0.0,,
India,IND,Jharkhand,JH,state,2019,Electricity generation,Aggregate fuel,"Hydro, Bioenergy and Other Renewables",GWh,128.54,,
India,IND,Jharkhand,JH,state,2019,Electricity generation,Aggregate fuel,Renewables,GWh,145.97,,
India,IND,Jharkhand,JH,state,2019,Electricity generation,Aggregate fuel,Wind and Solar,GWh,17.43,,
India,IND,Jharkhand,JH,state,2019,Electricity generation,Fuel,Bioenergy,%,0.0,,
India,IND,Jharkhand,JH,state,2019,Electricity generation,Fuel,Coal,%,99.45,,
India,IND,Jharkhand,JH,state,2019,Electricity generation,Fuel,Gas,%,0.0,,
India,IND,Jharkhand,JH,state,2019,Electricity generation,Fuel,Hydro,%,0.49,,
India,IND,Jharkhand,JH,state,2019,Electricity generation,Fuel,Nuclear,%,0.0,,
India,IND,Jharkhand,JH,state,2019,Electricity generation,Fuel,Other Fossil,%,0.0,,
India,IND,Jharkhand,JH,state,2019,Electricity generation,Fuel,Other Renewables,%,0.0,,
India,IND,Jharkhand,JH,state,2019,Electricity generation,Fuel,Solar,%,0.07,,
India,IND,Jharkhand,JH,state,2019,Electricity generation,Fuel,Wind,%,0.0,,
India,IND,Jharkhand,JH,state,2019,Electricity generation,Fuel,Bioenergy,GWh,0.0,,
India,IND,Jharkhand,JH,state,2019,Electricity generation,Fuel,Coal,GWh,26205.59,,
India,IND,Jharkhand,JH,state,2019,Electricity generation,Fuel,Gas,GWh,0.0,,
India,IND,Jharkhand,JH,state,2019,Electricity generation,Fuel,Hydro,GWh,128.54,,
India,IND,Jharkhand,JH,state,2019,Electricity generation,Fuel,Nuclear,GWh,0.0,,
India,IND,Jharkhand,JH,state,2019,Electricity generation,Fuel,Other Fossil,GWh,0.0,,
India,IND,Jharkhand,JH,state,2019,Electricity generation,Fuel,Other Renewables,GWh,0.0,,
India,IND,Jharkhand,JH,state,2019,Electricity generation,Fuel,Solar,GWh,17.43,,
India,IND,Jharkhand,JH,state,2019,Electricity generation,Fuel,Wind,GWh,0.0,,
India,IND,Jharkhand,JH,state,2019,Electricity generation,Total,Total Generation,GWh,26351.56,,
India,IND,Jharkhand,JH,state,2019,Power sector emissions,Aggregate fuel,Clean,%,3.92,,
India,IND,Jharkhand,JH,state,2019,Power sector emissions,Aggregate fuel,Fossil,%,21488.58,,
India,IND,Jharkhand,JH,state,2019,Power sector emissions,Aggregate fuel,Gas and Other Fossil,%,0.0,,
India,IND,Jharkhand,JH,state,2019,Power sector emissions,Aggregate fuel,"Hydro, Bioenergy and Other Renewables",%,3.08,,
India,IND,Jharkhand,JH,state,2019,Power sector emissions,Aggregate fuel,Renewables,%,3.92,,
India,IND,Jharkhand,JH,state,2019,Power sector emissions,Aggregate fuel,Wind and Solar,%,0.84,,
India,IND,Jharkhand,JH,state,2019,Power sector emissions,Aggregate fuel,Clean,ktCO2,3.92,,
India,IND,Jharkhand,JH,state,2019,Power sector emissions,Aggregate fuel,Fossil,ktCO2,21488.58,,
India,IND,Jharkhand,JH,state,2019,Power sector emissions,Aggregate fuel,Gas and Other Fossil,ktCO2,0.0,,
India,IND,Jharkhand,JH,state,2019,Power sector emissions,Aggregate fuel,"Hydro, Bioenergy and Other Renewables",ktCO2,3.08,,
India,IND,Jharkhand,JH,state,2019,Power sector emissions,Aggregate fuel,Renewables,ktCO2,3.92,,
India,IND,Jharkhand,JH,state,2019,Power sector emissions,Aggregate fuel,Wind and Solar,ktCO2,0.84,,
India,IND,Jharkhand,JH,state,2019,Power sector emissions,CO2 intensity,CO2 intensity,gCO2/kWh,815.61,,
India,IND,Jharkhand,JH,state,2019,Power sector emissions,Fuel,Bioenergy,%,0.0,,
India,IND,Jharkhand,JH,state,2019,Power sector emissions,Fuel,Coal,%,21488.58,,
India,IND,Jharkhand,JH,state,2019,Power sector emissions,Fuel,Gas,%,0.0,,
India,IND,Jharkhand,JH,state,2019,Power sector emissions,Fuel,Hydro,%,3.08,,
India,IND,Jharkhand,JH,state,2019,Power sector emissions,Fuel,Nuclear,%,0.0,,
India,IND,Jharkhand,JH,state,2019,Power sector emissions,Fuel,Other Fossil,%,0.0,,
India,IND,Jharkhand,JH,state,2019,Power sector emissions,Fuel,Other Renewables,%,0.0,,
India,IND,Jharkhand,JH,state,2019,Power sector emissions,Fuel,Solar,%,0.84,,
India,IND,Jharkhand,JH,state,2019,Power sector emissions,Fuel,Wind,%,0.0,,
India,IND,Jharkhand,JH,state,2019,Power sector emissions,Fuel,Bioenergy,ktCO2,0.0,,
India,IND,Jharkhand,JH,state,2019,Power sector emissions,Fuel,Coal,ktCO2,21488.58,,
India,IND,Jharkhand,JH,state,2019,Power sector emissions,Fuel,Gas,ktCO2,0.0,,
India,IND,Jharkhand,JH,state,2019,Power sector emissions,Fuel,Hydro,ktCO2,3.08,,
India,IND,Jharkhand,JH,state,2019,Power sector emissions,Fuel,Nuclear,ktCO2,0.0,,
India,IND,Jharkhand,JH,state,2019,Power sector emissions,Fuel,Other Fossil,ktCO2,0.0,,
India,IND,Jharkhand,JH,state,2019,Power sector emissions,Fuel,Other Renewables,ktCO2,0.0,,
India,IND,Jharkhand,JH,state,2019,Power sector emissions,Fuel,Solar,ktCO2,0.84,,
India,IND,Jharkhand,JH,state,2019,Power sector emissions,Fuel,Wind,ktCO2,0.0,,
India,IND,Jharkhand,JH,state,2019,Power sector emissions,Total,Total emissions,ktCO2,21492.5,,
India,IND,Jharkhand,JH,state,2020,Electricity generation,Aggregate fuel,Clean,%,0.94,,
India,IND,Jharkhand,JH,state,2020,Electricity generation,Aggregate fuel,Fossil,%,99.06,,
India,IND,Jharkhand,JH,state,2020,Electricity generation,Aggregate fuel,Gas and Other Fossil,%,0.0,,
India,IND,Jharkhand,JH,state,2020,Electricity generation,Aggregate fuel,"Hydro, Bioenergy and Other Renewables",%,0.87,,
India,IND,Jharkhand,JH,state,2020,Electricity generation,Aggregate fuel,Renewables,%,0.94,,
India,IND,Jharkhand,JH,state,2020,Electricity generation,Aggregate fuel,Wind and Solar,%,0.07,,
India,IND,Jharkhand,JH,state,2020,Electricity generation,Aggregate fuel,Clean,GWh,251.85,105.88,72.54
India,IND,Jharkhand,JH,state,2020,Electricity generation,Aggregate fuel,Fossil,GWh,26666.84,461.25,1.76
India,IND,Jharkhand,JH,state,2020,Electricity generation,Aggregate fuel,Gas and Other Fossil,GWh,0.0,0.0,
India,IND,Jharkhand,JH,state,2020,Electricity generation,Aggregate fuel,"Hydro, Bioenergy and Other Renewables",GWh,234.23,105.69,82.22
India,IND,Jharkhand,JH,state,2020,Electricity generation,Aggregate fuel,Renewables,GWh,251.85,105.88,72.54
India,IND,Jharkhand,JH,state,2020,Electricity generation,Aggregate fuel,Wind and Solar,GWh,17.62,0.19,1.09
India,IND,Jharkhand,JH,state,2020,Electricity generation,Fuel,Bioenergy,%,0.0,,
India,IND,Jharkhand,JH,state,2020,Electricity generation,Fuel,Coal,%,99.06,,
India,IND,Jharkhand,JH,state,2020,Electricity generation,Fuel,Gas,%,0.0,,
India,IND,Jharkhand,JH,state,2020,Electricity generation,Fuel,Hydro,%,0.87,,
India,IND,Jharkhand,JH,state,2020,Electricity generation,Fuel,Nuclear,%,0.0,,
India,IND,Jharkhand,JH,state,2020,Electricity generation,Fuel,Other Fossil,%,0.0,,
India,IND,Jharkhand,JH,state,2020,Electricity generation,Fuel,Other Renewables,%,0.0,,
India,IND,Jharkhand,JH,state,2020,Electricity generation,Fuel,Solar,%,0.07,,
India,IND,Jharkhand,JH,state,2020,Electricity generation,Fuel,Wind,%,0.0,,
India,IND,Jharkhand,JH,state,2020,Electricity generation,Fuel,Bioenergy,GWh,0.0,0.0,
India,IND,Jharkhand,JH,state,2020,Electricity generation,Fuel,Coal,GWh,26666.84,461.25,1.76
India,IND,Jharkhand,JH,state,2020,Electricity generation,Fuel,Gas,GWh,0.0,0.0,
India,IND,Jharkhand,JH,state,2020,Electricity generation,Fuel,Hydro,GWh,234.23,105.69,82.22
India,IND,Jharkhand,JH,state,2020,Electricity generation,Fuel,Nuclear,GWh,0.0,0.0,
India,IND,Jharkhand,JH,state,2020,Electricity generation,Fuel,Other Fossil,GWh,0.0,0.0,
India,IND,Jharkhand,JH,state,2020,Electricity generation,Fuel,Other Renewables,GWh,0.0,0.0,
India,IND,Jharkhand,JH,state,2020,Electricity generation,Fuel,Solar,GWh,17.62,0.19,1.09
India,IND,Jharkhand,JH,state,2020,Electricity generation,Fuel,Wind,GWh,0.0,0.0,
India,IND,Jharkhand,JH,state,2020,Electricity generation,Total,Total Generation,GWh,26918.69,567.13,2.15
India,IND,Jharkhand,JH,state,2020,Power sector emissions,Aggregate fuel,Clean,%,6.47,,
India,IND,Jharkhand,JH,state,2020,Power sector emissions,Aggregate fuel,Fossil,%,21866.81,,
India,IND,Jharkhand,JH,state,2020,Power sector emissions,Aggregate fuel,Gas and Other Fossil,%,0.0,,
India,IND,Jharkhand,JH,state,2020,Power sector emissions,Aggregate fuel,"Hydro, Bioenergy and Other Renewables",%,5.62,,
India,IND,Jharkhand,JH,state,2020,Power sector emissions,Aggregate fuel,Renewables,%,6.47,,
India,IND,Jharkhand,JH,state,2020,Power sector emissions,Aggregate fuel,Wind and Solar,%,0.85,,
India,IND,Jharkhand,JH,state,2020,Power sector emissions,Aggregate fuel,Clean,ktCO2,6.47,2.55,65.05
India,IND,Jharkhand,JH,state,2020,Power sector emissions,Aggregate fuel,Fossil,ktCO2,21866.81,378.23,1.76
India,IND,Jharkhand,JH,state,2020,Power sector emissions,Aggregate fuel,Gas and Other Fossil,ktCO2,0.0,0.0,
India,IND,Jharkhand,JH,state,2020,Power sector emissions,Aggregate fuel,"Hydro, Bioenergy and Other Renewables",ktCO2,5.62,2.54,82.47
India,IND,Jharkhand,JH,state,2020,Power sector emissions,Aggregate fuel,Renewables,ktCO2,6.47,2.55,65.05
India,IND,Jharkhand,JH,state,2020,Power sector emissions,Aggregate fuel,Wind and Solar,ktCO2,0.85,0.01,1.19
India,IND,Jharkhand,JH,state,2020,Power sector emissions,CO2 intensity,CO2 intensity,gCO2/kWh,812.57,-3.04,-0.37
India,IND,Jharkhand,JH,state,2020,Power sector emissions,Fuel,Bioenergy,%,0.0,,
India,IND,Jharkhand,JH,state,2020,Power sector emissions,Fuel,Coal,%,21866.81,,
India,IND,Jharkhand,JH,state,2020,Power sector emissions,Fuel,Gas,%,0.0,,
India,IND,Jharkhand,JH,state,2020,Power sector emissions,Fuel,Hydro,%,5.62,,
India,IND,Jharkhand,JH,state,2020,Power sector emissions,Fuel,Nuclear,%,0.0,,
India,IND,Jharkhand,JH,state,2020,Power sector emissions,Fuel,Other Fossil,%,0.0,,
India,IND,Jharkhand,JH,state,2020,Power sector emissions,Fuel,Other Renewables,%,0.0,,
India,IND,Jharkhand,JH,state,2020,Power sector emissions,Fuel,Solar,%,0.85,,
India,IND,Jharkhand,JH,state,2020,Power sector emissions,Fuel,Wind,%,0.0,,
India,IND,Jharkhand,JH,state,2020,Power sector emissions,Fuel,Bioenergy,ktCO2,0.0,0.0,
India,IND,Jharkhand,JH,state,2020,Power sector emissions,Fuel,Coal,ktCO2,21866.81,378.23,1.76
India,IND,Jharkhand,JH,state,2020,Power sector emissions,Fuel,Gas,ktCO2,0.0,0.0,
India,IND,Jharkhand,JH,state,2020,Power sector emissions,Fuel,Hydro,ktCO2,5.62,2.54,82.47
India,IND,Jharkhand,JH,state,2020,Power sector emissions,Fuel,Nuclear,ktCO2,0.0,0.0,
India,IND,Jharkhand,JH,state,2020,Power sector emissions,Fuel,Other Fossil,ktCO2,0.0,0.0,
India,IND,Jharkhand,JH,state,2020,Power sector emissions,Fuel,Other Renewables,ktCO2,0.0,0.0,
India,IND,Jharkhand,JH,state,2020,Power sector emissions,Fuel,Solar,ktCO2,0.85,0.01,1.19
India,IND,Jharkhand,JH,state,2020,Power sector emissions,Fuel,Wind,ktCO2,0.0,0.0,
India,IND,Jharkhand,JH,state,2020,Power sector emissions,Total,Total emissions,ktCO2,21873.28,380.78,1.77
India,IND,Jharkhand,JH,state,2021,Electricity generation,Aggregate fuel,Clean,%,1.91,,
India,IND,Jharkhand,JH,state,2021,Electricity generation,Aggregate fuel,Fossil,%,98.09,,
India,IND,Jharkhand,JH,state,2021,Electricity generation,Aggregate fuel,Gas and Other Fossil,%,0.0,,
India,IND,Jharkhand,JH,state,2021,Electricity generation,Aggregate fuel,"Hydro, Bioenergy and Other Renewables",%,1.85,,
India,IND,Jharkhand,JH,state,2021,Electricity generation,Aggregate fuel,Renewables,%,1.91,,
India,IND,Jharkhand,JH,state,2021,Electricity generation,Aggregate fuel,Wind and Solar,%,0.06,,
India,IND,Jharkhand,JH,state,2021,Electricity generation,Aggregate fuel,Clean,GWh,546.15,294.3,116.86
India,IND,Jharkhand,JH,state,2021,Electricity generation,Aggregate fuel,Fossil,GWh,27998.99,1332.15,5.0
India,IND,Jharkhand,JH,state,2021,Electricity generation,Aggregate fuel,Gas and Other Fossil,GWh,0.0,0.0,
India,IND,Jharkhand,JH,state,2021,Electricity generation,Aggregate fuel,"Hydro, Bioenergy and Other Renewables",GWh,528.27,294.04,125.53
India,IND,Jharkhand,JH,state,2021,Electricity generation,Aggregate fuel,Renewables,GWh,546.15,294.3,116.86
India,IND,Jharkhand,JH,state,2021,Electricity generation,Aggregate fuel,Wind and Solar,GWh,17.88,0.26,1.48
India,IND,Jharkhand,JH,state,2021,Electricity generation,Fuel,Bioenergy,%,0.0,,
India,IND,Jharkhand,JH,state,2021,Electricity generation,Fuel,Coal,%,98.09,,
India,IND,Jharkhand,JH,state,2021,Electricity generation,Fuel,Gas,%,0.0,,
India,IND,Jharkhand,JH,state,2021,Electricity generation,Fuel,Hydro,%,1.85,,
India,IND,Jharkhand,JH,state,2021,Electricity generation,Fuel,Nuclear,%,0.0,,
India,IND,Jharkhand,JH,state,2021,Electricity generation,Fuel,Other Fossil,%,0.0,,
India,IND,Jharkhand,JH,state,2021,Electricity generation,Fuel,Other Renewables,%,0.0,,
India,IND,Jharkhand,JH,state,2021,Electricity generation,Fuel,Solar,%,0.06,,
India,IND,Jharkhand,JH,state,2021,Electricity generation,Fuel,Wind,%,0.0,,
India,IND,Jharkhand,JH,state,2021,Electricity generation,Fuel,Bioenergy,GWh,0.0,0.0,
India,IND,Jharkhand,JH,state,2021,Electricity generation,Fuel,Coal,GWh,27998.99,1332.15,5.0
India,IND,Jharkhand,JH,state,2021,Electricity generation,Fuel,Gas,GWh,0.0,0.0,
India,IND,Jharkhand,JH,state,2021,Electricity generation,Fuel,Hydro,GWh,528.27,294.04,125.53
India,IND,Jharkhand,JH,state,2021,Electricity generation,Fuel,Nuclear,GWh,0.0,0.0,
India,IND,Jharkhand,JH,state,2021,Electricity generation,Fuel,Other Fossil,GWh,0.0,0.0,
India,IND,Jharkhand,JH,state,2021,Electricity generation,Fuel,Other Renewables,GWh,0.0,0.0,
India,IND,Jharkhand,JH,state,2021,Electricity generation,Fuel,Solar,GWh,17.88,0.26,1.48
India,IND,Jharkhand,JH,state,2021,Electricity generation,Fuel,Wind,GWh,0.0,0.0,
India,IND,Jharkhand,JH,state,2021,Electricity generation,Total,Total Generation,GWh,28545.14,1626.45,6.04
India,IND,Jharkhand,JH,state,2021,Power sector emissions,Aggregate fuel,Clean,%,13.54,,
India,IND,Jharkhand,JH,state,2021,Power sector emissions,Aggregate fuel,Fossil,%,22959.17,,
India,IND,Jharkhand,JH,state,2021,Power sector emissions,Aggregate fuel,Gas and Other Fossil,%,0.0,,
India,IND,Jharkhand,JH,state,2021,Power sector emissions,Aggregate fuel,"Hydro, Bioenergy and Other Renewables",%,12.68,,
India,IND,Jharkhand,JH,state,2021,Power sector emissions,Aggregate fuel,Renewables,%,13.54,,
India,IND,Jharkhand,JH,state,2021,Power sector emissions,Aggregate fuel,Wind and Solar,%,0.86,,
India,IND,Jharkhand,JH,state,2021,Power sector emissions,Aggregate fuel,Clean,ktCO2,13.54,7.07,109.27
India,IND,Jharkhand,JH,state,2021,Power sector emissions,Aggregate fuel,Fossil,ktCO2,22959.17,1092.36,5.0
India,IND,Jharkhand,JH,state,2021,Power sector emissions,Aggregate fuel,Gas and Other Fossil,ktCO2,0.0,0.0,
India,IND,Jharkhand,JH,state,2021,Power sector emissions,Aggregate fuel,"Hydro, Bioenergy and Other Renewables",ktCO2,12.68,7.06,125.62
India,IND,Jharkhand,JH,state,2021,Power sector emissions,Aggregate fuel,Renewables,ktCO2,13.54,7.07,109.27
India,IND,Jharkhand,JH,state,2021,Power sector emissions,Aggregate fuel,Wind and Solar,ktCO2,0.86,0.01,1.18
India,IND,Jharkhand,JH,state,2021,Power sector emissions,CO2 intensity,CO2 intensity,gCO2/kWh,804.79,-7.78,-0.96
India,IND,Jharkhand,JH,state,2021,Power sector emissions,Fuel,Bioenergy,%,0.0,,
India,IND,Jharkhand,JH,state,2021,Power sector emissions,Fuel,Coal,%,22959.17,,
India,IND,Jharkhand,JH,state,2021,Power sector emissions,Fuel,Gas,%,0.0,,
India,IND,Jharkhand,JH,state,2021,Power sector emissions,Fuel,Hydro,%,12.68,,
India,IND,Jharkhand,JH,state,2021,Power sector emissions,Fuel,Nuclear,%,0.0,,
India,IND,Jharkhand,JH,state,2021,Power sector emissions,Fuel,Other Fossil,%,0.0,,
India,IND,Jharkhand,JH,state,2021,Power sector emissions,Fuel,Other Renewables,%,0.0,,
India,IND,Jharkhand,JH,state,2021,Power sector emissions,Fuel,Solar,%,0.86,,
India,IND,Jharkhand,JH,state,2021,Power sector emissions,Fuel,Wind,%,0.0,,
India,IND,Jharkhand,JH,state,2021,Power sector emissions,Fuel,Bioenergy,ktCO2,0.0,0.0,
India,IND,Jharkhand,JH,state,2021,Power sector emissions,Fuel,Coal,ktCO2,22959.17,1092.36,5.0
India,IND,Jharkhand,JH,state,2021,Power sector emissions,Fuel,Gas,ktCO2,0.0,0.0,
India,IND,Jharkhand,JH,state,2021,Power sector emissions,Fuel,Hydro,ktCO2,12.68,7.06,125.62
India,IND,Jharkhand,JH,state,2021,Power sector emissions,Fuel,Nuclear,ktCO2,0.0,0.0,
India,IND,Jharkhand,JH,state,2021,Power sector emissions,Fuel,Other Fossil,ktCO2,0.0,0.0,
India,IND,Jharkhand,JH,state,2021,Power sector emissions,Fuel,Other Renewables,ktCO2,0.0,0.0,
India,IND,Jharkhand,JH,state,2021,Power sector emissions,Fuel,Solar,ktCO2,0.86,0.01,1.18
India,IND,Jharkhand,JH,state,2021,Power sector emissions,Fuel,Wind,ktCO2,0.0,0.0,
India,IND,Jharkhand,JH,state,2021,Power sector emissions,Total,Total emissions,ktCO2,22972.71,1099.43,5.03
India,IND,Jharkhand,JH,state,2022,Electricity generation,Aggregate fuel,Clean,%,1.15,,
India,IND,Jharkhand,JH,state,2022,Electricity generation,Aggregate fuel,Fossil,%,98.86,,
India,IND,Jharkhand,JH,state,2022,Electricity generation,Aggregate fuel,Gas and Other Fossil,%,0.0,,
India,IND,Jharkhand,JH,state,2022,Electricity generation,Aggregate fuel,"Hydro, Bioenergy and Other Renewables",%,1.08,,
India,IND,Jharkhand,JH,state,2022,Electricity generation,Aggregate fuel,Renewables,%,1.15,,
India,IND,Jharkhand,JH,state,2022,Electricity generation,Aggregate fuel,Wind and Solar,%,0.07,,
India,IND,Jharkhand,JH,state,2022,Electricity generation,Aggregate fuel,Clean,GWh,351.38,-194.77,-35.66
India,IND,Jharkhand,JH,state,2022,Electricity generation,Aggregate fuel,Fossil,GWh,30416.71,2417.72,8.64
India,IND,Jharkhand,JH,state,2022,Electricity generation,Aggregate fuel,Gas and Other Fossil,GWh,0.0,0.0,
India,IND,Jharkhand,JH,state,2022,Electricity generation,Aggregate fuel,"Hydro, Bioenergy and Other Renewables",GWh,330.99,-197.28,-37.34
India,IND,Jharkhand,JH,state,2022,Electricity generation,Aggregate fuel,Renewables,GWh,351.38,-194.77,-35.66
India,IND,Jharkhand,JH,state,2022,Electricity generation,Aggregate fuel,Wind and Solar,GWh,20.39,2.51,14.04
India,IND,Jharkhand,JH,state,2022,Electricity generation,Fuel,Bioenergy,%,0.0,,
India,IND,Jharkhand,JH,state,2022,Electricity generation,Fuel,Coal,%,98.86,,
India,IND,Jharkhand,JH,state,2022,Electricity generation,Fuel,Gas,%,0.0,,
India,IND,Jharkhand,JH,state,2022,Electricity generation,Fuel,Hydro,%,1.08,,
India,IND,Jharkhand,JH,state,2022,Electricity generation,Fuel,Nuclear,%,0.0,,
India,IND,Jharkhand,JH,state,2022,Electricity generation,Fuel,Other Fossil,%,0.0,,
India,IND,Jharkhand,JH,state,2022,Electricity generation,Fuel,Other Renewables,%,0.0,,
India,IND,Jharkhand,JH,state,2022,Electricity generation,Fuel,Solar,%,0.07,,
India,IND,Jharkhand,JH,state,2022,Electricity generation,Fuel,Wind,%,0.0,,
India,IND,Jharkhand,JH,state,2022,Electricity generation,Fuel,Bioenergy,GWh,0.0,0.0,
India,IND,Jharkhand,JH,state,2022,Electricity generation,Fuel,Coal,GWh,30416.71,2417.72,8.64
India,IND,Jharkhand,JH,state,2022,Electricity generation,Fuel,Gas,GWh,0.0,0.0,
India,IND,Jharkhand,JH,state,2022,Electricity generation,Fuel,Hydro,GWh,330.99,-197.28,-37.34
India,IND,Jharkhand,JH,state,2022,Electricity generation,Fuel,Nuclear,GWh,0.0,0.0,
India,IND,Jharkhand,JH,state,2022,Electricity generation,Fuel,Other Fossil,GWh,0.0,0.0,
India,IND,Jharkhand,JH,state,2022,Electricity generation,Fuel,Other Renewables,GWh,0.0,0.0,
India,IND,Jharkhand,JH,state,2022,Electricity generation,Fuel,Solar,GWh,20.39,2.51,14.04
India,IND,Jharkhand,JH,state,2022,Electricity generation,Fuel,Wind,GWh,0.0,0.0,
India,IND,Jharkhand,JH,state,2022,Electricity generation,Total,Total Generation,GWh,30768.09,2222.95,7.79
India,IND,Jharkhand,JH,state,2022,Power sector emissions,Aggregate fuel,Clean,%,8.92,,
India,IND,Jharkhand,JH,state,2022,Power sector emissions,Aggregate fuel,Fossil,%,24941.7,,
India,IND,Jharkhand,JH,state,2022,Power sector emissions,Aggregate fuel,Gas and Other Fossil,%,0.0,,
India,IND,Jharkhand,JH,state,2022,Power sector emissions,Aggregate fuel,"Hydro, Bioenergy and Other Renewables",%,7.94,,
India,IND,Jharkhand,JH,state,2022,Power sector emissions,Aggregate fuel,Renewables,%,8.92,,
India,IND,Jharkhand,JH,state,2022,Power sector emissions,Aggregate fuel,Wind and Solar,%,0.98,,
India,IND,Jharkhand,JH,state,2022,Power sector emissions,Aggregate fuel,Clean,ktCO2,8.92,-4.62,-34.12
India,IND,Jharkhand,JH,state,2022,Power sector emissions,Aggregate fuel,Fossil,ktCO2,24941.7,1982.53,8.64
India,IND,Jharkhand,JH,state,2022,Power sector emissions,Aggregate fuel,Gas and Other Fossil,ktCO2,0.0,0.0,
India,IND,Jharkhand,JH,state,2022,Power sector emissions,Aggregate fuel,"Hydro, Bioenergy and Other Renewables",ktCO2,7.94,-4.74,-37.38
India,IND,Jharkhand,JH,state,2022,Power sector emissions,Aggregate fuel,Renewables,ktCO2,8.92,-4.62,-34.12
India,IND,Jharkhand,JH,state,2022,Power sector emissions,Aggregate fuel,Wind and Solar,ktCO2,0.98,0.12,13.95
India,IND,Jharkhand,JH,state,2022,Power sector emissions,CO2 intensity,CO2 intensity,gCO2/kWh,810.93,6.14,0.76
India,IND,Jharkhand,JH,state,2022,Power sector emissions,Fuel,Bioenergy,%,0.0,,
India,IND,Jharkhand,JH,state,2022,Power sector emissions,Fuel,Coal,%,24941.7,,
India,IND,Jharkhand,JH,state,2022,Power sector emissions,Fuel,Gas,%,0.0,,
India,IND,Jharkhand,JH,state,2022,Power sector emissions,Fuel,Hydro,%,7.94,,
India,IND,Jharkhand,JH,state,2022,Power sector emissions,Fuel,Nuclear,%,0.0,,
India,IND,Jharkhand,JH,state,2022,Power sector emissions,Fuel,Other Fossil,%,0.0,,
India,IND,Jharkhand,JH,state,2022,Power sector emissions,Fuel,Other Renewables,%,0.0,,
India,IND,Jharkhand,JH,state,2022,Power sector emissions,Fuel,Solar,%,0.98,,
India,IND,Jharkhand,JH,state,2022,Power sector emissions,Fuel,Wind,%,0.0,,
India,IND,Jharkhand,JH,state,2022,Power sector emissions,Fuel,Bioenergy,ktCO2,0.0,0.0,
India,IND,Jharkhand,JH,state,2022,Power sector emissions,Fuel,Coal,ktCO2,24941.7,1982.53,8.64
India,IND,Jharkhand,JH,state,2022,Power sector emissions,Fuel,Gas,ktCO2,0.0,0.0,
India,IND,Jharkhand,JH,state,2022,Power sector emissions,Fuel,Hydro,ktCO2,7.94,-4.74,-37.38
India,IND,Jharkhand,JH,state,2022,Power sector emissions,Fuel,Nuclear,ktCO2,0.0,0.0,
India,IND,Jharkhand,JH,state,2022,Power sector emissions,Fuel,Other Fossil,ktCO2,0.0,0.0,
India,IND,Jharkhand,JH,state,2022,Power sector emissions,Fuel,Other Renewables,ktCO2,0.0,0.0,
India,IND,Jharkhand,JH,state,2022,Power sector emissions,Fuel,Solar,ktCO2,0.98,0.12,13.95
India,IND,Jharkhand,JH,state,2022,Power sector emissions,Fuel,Wind,ktCO2,0.0,0.0,
India,IND,Jharkhand,JH,state,2022,Power sector emissions,Total,Total emissions,ktCO2,24950.62,1977.91,8.61
India,IND,Jharkhand,JH,state,2023,Electricity generation,Aggregate fuel,Clean,%,0.65,,
India,IND,Jharkhand,JH,state,2023,Electricity generation,Aggregate fuel,Fossil,%,99.35,,
India,IND,Jharkhand,JH,state,2023,Electricity generation,Aggregate fuel,Gas and Other Fossil,%,0.0,,
India,IND,Jharkhand,JH,state,2023,Electricity generation,Aggregate fuel,"Hydro, Bioenergy and Other Renewables",%,0.6,,
India,IND,Jharkhand,JH,state,2023,Electricity generation,Aggregate fuel,Renewables,%,0.65,,
India,IND,Jharkhand,JH,state,2023,Electricity generation,Aggregate fuel,Wind and Solar,%,0.05,,
India,IND,Jharkhand,JH,state,2023,Electricity generation,Aggregate fuel,Clean,GWh,221.25,-130.13,-37.03
India,IND,Jharkhand,JH,state,2023,Electricity generation,Aggregate fuel,Fossil,GWh,33784.08,3367.37,11.07
India,IND,Jharkhand,JH,state,2023,Electricity generation,Aggregate fuel,Gas and Other Fossil,GWh,0.0,0.0,
India,IND,Jharkhand,JH,state,2023,Electricity generation,Aggregate fuel,"Hydro, Bioenergy and Other Renewables",GWh,203.61,-127.38,-38.48
India,IND,Jharkhand,JH,state,2023,Electricity generation,Aggregate fuel,Renewables,GWh,221.25,-130.13,-37.03
India,IND,Jharkhand,JH,state,2023,Electricity generation,Aggregate fuel,Wind and Solar,GWh,17.64,-2.75,-13.49
India,IND,Jharkhand,JH,state,2023,Electricity generation,Fuel,Bioenergy,%,0.0,,
India,IND,Jharkhand,JH,state,2023,Electricity generation,Fuel,Coal,%,99.35,,
India,IND,Jharkhand,JH,state,2023,Electricity generation,Fuel,Gas,%,0.0,,
India,IND,Jharkhand,JH,state,2023,Electricity generation,Fuel,Hydro,%,0.6,,
India,IND,Jharkhand,JH,state,2023,Electricity generation,Fuel,Nuclear,%,0.0,,
India,IND,Jharkhand,JH,state,2023,Electricity generation,Fuel,Other Fossil,%,0.0,,
India,IND,Jharkhand,JH,state,2023,Electricity generation,Fuel,Other Renewables,%,0.0,,
India,IND,Jharkhand,JH,state,2023,Electricity generation,Fuel,Solar,%,0.05,,
